Name,WD17NM_x,HPrice,medIncome,Tquantity,CrimRate,FareZone,Perof65years,drivingTime,PTransportTime,TPopulation,AreaKm2,PeoplePerkm2,Av GCSE 2013,GrnSpacem2T,Cemissions,TTprimaryS,TTsecodS,TTGP,TTHosp,TTfoodSt,pcds
Tower Hamlets 018A,Lansbury,365000,29320,72,63,3,4.5,25,35,1615,0.21,7607,481,83.5,112,10,10,10,33,11,E14 0LD
Tower Hamlets 018B,Lansbury,485000,36080,20,85,2,10.6,20,39,2386,0.2,11725,478,39.1,106,5,8,7,29,7,E14 6AX
Tower Hamlets 020C,Lansbury,340000,30320,21,131,2,10.4,21,34,2309,0.12,19403,436,18.9,132,5,10,10,29,5,E14 0SA
Tower Hamlets 018C,Lansbury,351200,29150,5,73,2,7.1,23,38,1620,0.11,15154,424,13.3,136,5,9,10,30,12,E14 6PR
Tower Hamlets 018D,Lansbury,295000,31830,3,89,2,7.1,23,39,2088,0.18,11460,454,50.7,124,7,5,8,32,9,E14 0NG
Tower Hamlets 020D,Lansbury,329975,30870,8,68,2,11.2,20,37,2563,0.1,25656,505,16.6,100,5,10,10,27,5,E14 6GL
Tower Hamlets 023A,Mile End,407975,35230,90,99,2,11.6,15,28,2197,0.13,17258,461,21.5,110,5,11,8,21,5,E14 7TF
Tower Hamlets 024A,Mile End,366500,35570,76,102,2,9.5,18,28,2893,0.16,17969,489,17.4,112,9,10,5,18,5,E14 7DT
Tower Hamlets 024B,Mile End,501250,31330,14,58,2,11.1,18,29,2955,0.15,19364,438,48.2,107,7,11,6,19,5,E14 6HP
Tower Hamlets 023B,Limehouse,499000,49490,45,93,2,3.3,18,27,2666,0.17,15627,437,13,135,6,13,7,17,7,E14 8BT
Tower Hamlets 023C,Limehouse,512000,36170,4,72,2,6.6,17,23,1708,0.09,18190,375,3.2,129,5,13,5,20,8,E14 8AL
Tower Hamlets 024C,Poplar,353500,31350,8,87,2,10.4,19,28,1870,0.14,13050,462,12.1,126,5,11,9,20,6,E14 0AH
Tower Hamlets 024D,Poplar,693000,31150,2,66,2,9.5,19,29,2117,0.13,16842,478,14.9,113,6,10,10,21,6,E14 0AR
Tower Hamlets 023D,Limehouse,693000,48360,16,41,2,10,18,27,1555,0.1,15949,380,20,124,5,18,6,24,10,E14 7JP
Tower Hamlets 007A,Bethnal Green,465000,39400,24,165,2,6,13,23,1692,0.13,12693,435,17.4,121,5,6,5,11,5,E2 0HX
Tower Hamlets 007B,Bethnal Green,470000,34970,8,62,2,7.7,16,30,1820,0.1,18552,497,32.6,111,6,6,5,16,5,E2 0QF
Tower Hamlets 010A,Bethnal Green,470000,30050,3,91,2,6.9,15,28,2836,0.17,17064,517,17.1,113,5,9,9,10,5,E1 4PD
Tower Hamlets 010B,Bethnal Green,463500,33210,7,157,2,7.9,15,31,1676,0.15,11417,491,18.6,109,8,9,10,17,7,E1 4BY
Tower Hamlets 007C,Bethnal Green,463500,32840,1,63,2,11.1,14,28,1493,0.08,18319,464,12.9,106,10,5,7,18,5,E1 4EB
Tower Hamlets 010C,St Dunstan's,590000,30570,1,48,2,8.8,14,30,1544,0.06,25395,493,5,104,5,7,7,13,5,E1 4SE
Tower Hamlets 007D,Bethnal Green,590000,38810,14,59,2,8.7,15,25,1548,0.08,18855,525,3.8,113,5,8,7,11,5,E2 0JH
Tower Hamlets 012D,Bromley North,350000,38380,23,136,2,5.6,19,30,2283,0.21,10830,407,74,106,5,8,7,13,5,E3 4DJ
Tower Hamlets 012E,Bromley North,370000,32990,4,48,2,7.1,19,29,1939,0.05,37505,443,5.3,107,5,10,5,12,5,E3 4NF
Tower Hamlets 014A,Mile End,560000,33270,40,135,2,11.6,17,26,2298,0.16,14807,481,43.1,110,10,10,10,10,5,E3 4FX
Tower Hamlets 014B,Mile End,470250,39160,12,146,2,6.1,20,30,2654,0.29,9046,470,131.3,107,8,10,8,10,5,E3 4JD
Tower Hamlets 014C,Mile End,497475,32710,156,82,2,5.7,20,32,1619,0.1,16882,543,28.8,107,5,8,5,12,5,E3 4BG
Tower Hamlets 014D,Mile End,340000,30210,10,61,2,9.5,20,36,2410,0.09,25422,473,19.2,104,5,5,5,20,5,E14 7AY
Tower Hamlets 014E,Mile End,450000,31680,14,96,2,8.2,19,33,2303,0.17,13660,459,36.3,111,5,7,6,19,5,E14 7AG
Tower Hamlets 031A,Island Gardens,528000,42540,11,41,2,6.9,24,50,2103,0.08,24770,501,6.8,99,5,10,5,41,10,E14 3RL
Tower Hamlets 031B,Island Gardens,490000,45710,17,41,2,8.6,26,55,2180,0.14,15717,468,9.8,98,5,11,8,39,9,E14 3GS
Tower Hamlets 031C,Island Gardens,530000,53840,39,22,2,4.7,26,59,2226,0.08,27346,490,8.3,95,7,11,10,40,9,E14 3AF
Tower Hamlets 033A,Canary Wharf,542500,52340,22,259,2,4.2,20,33,1725,0.43,4004,388,14.8,125,9,11,8,21,6,E14 8JL
Tower Hamlets 032A,Canary Wharf,511500,41820,16,45,2,7.3,22,42,1907,0.14,13991,475,38.6,97,5,10,6,29,7,E14 8QA
Tower Hamlets 031D,Island Gardens,415000,49330,23,32,2,2.8,23,48,1897,0.13,15104,458,9.8,97,5,10,5,39,9,E14 9WH
Tower Hamlets 016A,Stepney Green,415950,33600,5,60,2,17.8,12,31,2619,0.15,17333,482,54.2,103,7,9,8,11,5,E1 3DX
Tower Hamlets 019A,St Dunstan's,457500,37220,22,53,2,9.8,16,31,2763,0.19,14481,480,43.9,102,5,5,6,12,5,E1 3FD
Tower Hamlets 019B,St Dunstan's,362500,30610,4,68,2,7.7,16,28,2225,0.12,17843,489,14.8,102,5,8,5,18,5,E1 4GJ
Tower Hamlets 019C,St Dunstan's,405000,36160,4,94,2,12,13,23,2482,0.16,15910,486,15.9,116,5,9,6,16,5,E1 0NL
Tower Hamlets 016B,Stepney Green,412500,33940,6,59,2,15.8,10,26,2433,0.09,28523,537,14.7,110,6,7,5,9,5,E1 0LA
Tower Hamlets 019D,Stepney Green,361000,31840,3,83,2,10.5,13,26,1673,0.1,16274,516,8.7,110,7,5,6,14,5,E1 0RA
Tower Hamlets 016C,Stepney Green,820000,34720,5,59,2,11.8,13,26,2030,0.1,19352,480,6.8,115,5,8,6,15,5,E1 0PR
Tower Hamlets 016D,Stepney Green,427500,37700,10,138,2,11.1,12,27,1514,0.1,14756,480,2.8,115,9,7,8,13,5,E1 3FB
Tower Hamlets 027A,St Katharine's & Wapping,1010000,53500,25,57,2,9.1,11,27,1943,0.12,16764,494,25.4,104,9,10,5,12,5,E1 9YF
Tower Hamlets 026A,St Katharine's & Wapping,655000,52720,15,39,2,7.3,11,27,1785,0.15,11900,507,12.8,104,9,10,9,20,6,E1 9UX
Tower Hamlets 027B,St Katharine's & Wapping,667500,56510,21,151,2,13,11,25,2151,0.33,6592,436,53,122,5,10,5,18,9,E1 9LF
Tower Hamlets 026B,St Katharine's & Wapping,849651,46740,94,126,2,5.9,11,26,1778,0.21,8336,502,24.3,144,5,13,5,19,5,E1 8LJ
Tower Hamlets 026C,Whitechapel,445000,35240,5,52,2,7.2,11,24,1849,0.08,22743,466,24.8,126,5,10,5,13,5,E1 0EU
Tower Hamlets 026D,St Katharine's & Wapping,380000,40330,11,69,2,8.1,13,26,2092,0.14,15496,446,12.5,115,7,10,5,11,5,E1 9RR
Tower Hamlets 027C,St Katharine's & Wapping,620000,55710,25,56,2,9.3,13,22,1873,0.12,15556,511,14.4,104,5,10,8,15,7,E1 9RQ
Tower Hamlets 022A,Shadwell,350000,32560,4,79,2,9.6,10,21,1680,0.09,18301,555,12.7,114,5,7,5,10,6,E1 0BD
Tower Hamlets 022B,Shadwell,370000,31300,5,46,2,9.4,14,27,1478,0.05,28314,477,8.5,133,6,5,5,18,9,E1 9DT
Tower Hamlets 025B,Shadwell,362500,36590,7,77,2,5.2,10,19,1392,0.08,17017,447,15.6,126,6,11,7,13,9,E1 2QN
Tower Hamlets 025C,Shadwell,145000,34770,4,61,2,5.2,9,19,2093,0.05,42028,457,4.7,115,5,8,6,12,9,E1 2EJ
Tower Hamlets 025D,Shadwell,437500,39720,16,87,2,11,14,26,2739,0.22,12355,435,26.5,123,6,8,6,18,9,E1W 3HX
Tower Hamlets 022C,Shadwell,347000,31490,3,78,2,10.8,9,25,2139,0.1,20807,428,14.6,118,5,5,5,10,5,E1 2JT
Tower Hamlets 022D,Shadwell,373750,31320,8,71,2,13.2,14,25,2116,0.09,23227,493,9.8,120,6,5,5,15,8,E1 0LN
Tower Hamlets 015A,Spitalfields & Banglatown,1554000,41760,3,382,1,7.9,7,23,1789,0.12,14688,499,6.4,118,5,10,6,13,5,E1 5LB
Tower Hamlets 015B,Spitalfields & Banglatown,582500,46890,26,470,1,5.8,5,17,2899,0.21,13509,478,5.7,136,5,10,7,17,5,E1 6AL
Tower Hamlets 015C,Spitalfields & Banglatown,595000,38010,6,81,2,7.5,7,27,1427,0.08,17131,525,13.7,107,5,10,5,14,5,E1 5BS
Tower Hamlets 015D,Spitalfields & Banglatown,440000,36160,19,201,2,10.6,8,28,3137,0.13,24740,543,10.1,133,5,10,5,10,5,E1 5NA
Tower Hamlets 015E,Spitalfields & Banglatown,550000,37300,16,120,1,9.5,8,20,1920,0.09,20892,478,2.6,138,5,10,5,15,5,E1 5LU
Tower Hamlets 006A,Weavers,540000,34960,7,98,1,10.2,9,27,1561,0.08,18430,475,20.7,120,5,10,5,16,6,E2 7NE
Tower Hamlets 009A,Weavers,458750,32570,7,48,1,9.9,10,29,1647,0.07,23974,419,13,112,5,5,8,19,5,E2 6DN
Tower Hamlets 009B,Weavers,560000,35690,8,100,2,8.9,9,30,2193,0.08,26711,436,18.2,117,5,6,9,19,5,E2 0AA
Tower Hamlets 006B,Weavers,982500,48530,14,193,2,8.9,11,32,1135,0.08,13625,442,14.1,109,5,10,7,20,5,E2 7BH
Tower Hamlets 006C,Weavers,497500,38620,6,181,1,10.4,9,25,1712,0.1,17908,478,9.8,118,5,9,7,12,6,E2 7JF
Tower Hamlets 009C,Weavers,688250,38500,7,115,1,4.2,9,23,1161,0.04,32983,497,0.5,120,5,8,8,11,5,E2 7JT
Tower Hamlets 009D,Weavers,677600,41800,42,369,2,6.2,10,31,3547,0.27,13108,528,95.5,115,5,9,10,11,5,E1 5ES
Tower Hamlets 006D,Weavers,465000,36180,5,158,2,6.3,10,33,1522,0.06,25928,389,10.9,123,5,10,5,18,5,E2 7QH
Tower Hamlets 021A,Whitechapel,482500,32470,14,68,2,9.5,8,26,2145,0.09,23913,433,18.8,114,5,10,5,10,7,E1 1PD
Tower Hamlets 021C,Whitechapel,651250,35590,6,143,2,9.9,9,26,1941,0.1,18610,496,6.6,124,5,10,5,6,5,E1 1NU
Tower Hamlets 017A,Stepney Green,460000,35100,4,262,2,6.8,13,28,1376,0.14,9704,460,17,118,5,10,9,5,8,E1 3AB
Tower Hamlets 017B,Stepney Green,350000,35780,7,142,2,6.2,12,26,1589,0.07,22475,441,5.6,107,5,9,8,5,5,E1 3EP
Tower Hamlets 017C,Stepney Green,444750,33100,3,51,2,5.9,12,29,1673,0.08,21984,510,8,105,5,10,10,6,10,E1 3AD
Tower Hamlets 021D,Whitechapel,444750,41070,24,169,1,7.2,7,21,2825,0.14,20696,510,5.2,149,5,10,5,7,5,E1 7PX
Tower Hamlets 017D,Stepney Green,576250,35130,18,138,2,6.5,11,25,1625,0.08,19415,424,7,122,5,7,6,5,5,E1 3EH
Waltham Forest 028A,Cann Hall,440000,32640,7,57,3,10.3,41,45,1172,0.12,10017,392,12.8,97,11,6,5,47,7,E11 3NR
Waltham Forest 028B,Cann Hall,431250,35150,20,71,3,8.5,37,39,1877,0.1,18188,398,2.7,101,5,13,5,49,5,E11 3JH
Waltham Forest 028C,Cann Hall,440000,33830,15,72,3,7.3,39,45,1944,0.12,16744,423,10.4,99,10,5,7,43,5,E11 3NJ
Waltham Forest 028D,Cann Hall,492500,35450,18,44,3,8.3,38,42,1716,0.1,18006,444,0.4,96,5,8,5,50,5,E11 3LG
Waltham Forest 028E,Cann Hall,440000,33850,17,69,3,8.5,40,40,2000,0.11,18832,439,0.6,97,14,6,11,38,8,E7 0AJ
Waltham Forest 028F,Cann Hall,420000,33790,9,98,3,9.1,37,40,1876,0.12,16299,454,6.3,101,5,14,5,42,5,E15 1UD
Waltham Forest 024A,Cann Hall,585000,33870,13,53,3,6.4,40,40,1793,0.1,17966,439,9.4,96,5,10,10,18,5,E11 3EF
Waltham Forest 024B,Cann Hall,585000,29360,4,63,3,10.5,38,41,1481,0.11,13815,443,17.8,98,8,10,9,21,9,E11 3HD
Waltham Forest 027A,Cathall,340000,29710,7,68,3,7.5,34,37,1778,0.12,14829,404,20.4,98,5,13,5,44,6,E11 4GP
Waltham Forest 026A,Cathall,456500,31290,10,87,3,8.1,33,33,1826,0.22,8434,446,81.2,124,10,11,6,33,6,E11 4HE
Waltham Forest 027B,Cathall,458100,31330,10,52,3,10.3,33,39,2075,0.11,18170,436,1.5,103,6,15,8,38,7,E15 2AS
Waltham Forest 027C,Cathall,383500,34720,8,48,3,9.6,33,29,1760,0.09,19319,428,0.5,102,5,15,5,33,7,E11 4ET
Waltham Forest 027D,Cathall,417500,35190,23,51,3,6.1,41,39,1840,0.1,17675,409,6.4,111,8,24,10,43,19,E11 4RF
Waltham Forest 027E,Cathall,292500,30630,12,77,3,10.8,34,33,1946,0.26,7476,407,110.1,113,5,19,6,37,13,E11 4JF
Waltham Forest 027F,Cathall,503000,31580,10,115,3,12.6,37,39,1802,0.15,11981,436,18.8,100,5,15,7,41,11,E11 4JT
Waltham Forest 011A,Chapel End,500000,34850,15,98,3,12.5,44,47,2313,0.36,6434,423,178.7,95,7,9,8,17,6,E17 0SA
Waltham Forest 008A,Chapel End,500000,38750,19,58,4,14.4,48,54,1778,0.27,6499,480,12.3,106,9,10,8,12,8,E17 4EH
Waltham Forest 008B,Chapel End,358750,34430,14,98,3,10.6,45,46,1838,0.38,4806,430,250.9,109,5,9,10,21,8,E17 5AF
Waltham Forest 010A,Chapel End,425000,36790,15,62,4,9.8,47,50,1944,0.14,13709,404,16.3,102,8,10,6,11,8,E17 4HF
Waltham Forest 011B,Chapel End,505000,37710,18,54,3,11,46,50,1759,0.19,9503,413,22.2,96,10,5,6,25,9,E17 5DE
Waltham Forest 011C,Chapel End,450000,38610,26,67,3,11.5,45,47,2098,0.23,9122,472,83.8,94,10,5,8,23,9,E17 5AD
Waltham Forest 010B,Chapel End,390000,36690,35,86,4,10.6,46,51,2850,0.27,10579,457,28.1,95,8,9,5,12,5,E17 4AY
Waltham Forest 001A,Chingford Green,417500,35200,14,63,5,17.9,51,74,1460,0.64,2292,452,556.8,84,6,14,11,23,10,E4 7QA
Waltham Forest 001B,Chingford Green,277000,33550,26,77,5,40.3,49,72,1835,0.32,5818,424,66.2,91,10,9,6,24,9,E4 7UN
Waltham Forest 001C,Chingford Green,474000,38910,19,55,5,23.9,51,74,1579,0.44,3625,492,211.3,84,9,9,9,22,9,E4 7NR
Waltham Forest 002A,Chingford Green,585000,44450,23,57,5,31.7,54,59,1918,1.47,1304,534,1111,81,6,10,10,10,6,E4 7DT
Waltham Forest 002B,Chingford Green,671000,42010,14,52,5,27.4,53,59,1836,0.56,3256,497,196.6,84,9,14,10,14,10,E4 6DS
Waltham Forest 002C,Chingford Green,458750,41500,40,110,5,18.6,55,52,1802,0.31,5902,420,43.5,88,5,10,9,10,7,E4 6EF
Waltham Forest 004A,Endlebury,296000,37190,17,57,4,15.6,52,68,1638,0.24,6688,398,56.4,85,11,11,8,11,9,E4 6RT
Waltham Forest 001D,Endlebury,461250,36320,12,89,4,19.4,51,70,1603,0.47,3393,497,196.4,89,7,11,7,20,9,E4 7SU
Waltham Forest 001E,Endlebury,470000,38380,17,60,5,20.5,50,68,1558,0.33,4690,479,66.8,88,10,5,7,22,9,E4 7LL
Waltham Forest 002D,Endlebury,345000,38710,31,52,5,23.3,55,62,1697,0.25,6834,505,18.5,87,8,13,6,14,9,E4 6QR
Waltham Forest 002E,Endlebury,545000,41360,22,43,5,16.3,54,60,1683,0.23,7450,494,10.7,89,5,12,6,12,9,E4 7EY
Waltham Forest 004B,Endlebury,545000,41010,19,39,5,19.4,54,66,1362,0.23,6021,470,18.5,87,10,13,10,7,8,E4 6PB
Waltham Forest 005A,Endlebury,478500,39360,16,43,4,16,49,64,1326,0.21,6335,499,61.6,91,7,12,7,13,11,E4 7SJ
Waltham Forest 021A,Forest,411000,39360,28,83,4,9.6,39,37,1690,0.81,2089,415,551.7,97,8,11,5,16,6,E11 1JS
Waltham Forest 019A,Forest,565000,38290,12,175,3,11.8,39,45,1626,0.3,5512,485,96.5,95,7,10,5,6,8,E10 6BS
Waltham Forest 019B,Forest,560000,35840,11,108,3,12.4,37,43,1780,0.2,8851,427,12.8,100,6,10,5,9,7,E10 6BF
Waltham Forest 020A,Forest,475000,32360,12,106,3,9.4,36,43,2435,0.12,20445,423,10.2,108,7,10,7,9,5,E10 6AW
Waltham Forest 019C,Forest,572500,38180,8,74,3,17.3,39,40,1976,0.3,6687,426,82.4,94,6,7,7,11,8,E10 6HE
Waltham Forest 019D,Forest,505075,36010,14,120,3,10.6,38,42,1622,0.13,12945,433,11.8,98,7,10,5,10,6,E10 6HD
Waltham Forest 019E,Forest,347500,38100,18,72,3,11.8,38,41,1937,0.14,13826,434,2.3,94,9,10,5,10,5,E11 1LA
Waltham Forest 023A,Grove Green,440000,37110,33,49,3,5.5,34,40,1840,0.1,18795,527,5,106,5,7,5,21,5,E10 6LP
Waltham Forest 023B,Grove Green,425750,37900,30,91,3,9.8,35,40,1905,0.14,13725,371,5.2,101,6,9,7,16,7,E10 6LT
Waltham Forest 025A,Grove Green,573500,38050,16,56,3,9.9,34,37,1736,0.11,15941,470,1.8,104,10,5,5,17,10,E11 4BY
Waltham Forest 023C,Grove Green,432000,38440,27,37,3,6.4,35,39,1959,0.1,19848,474,0.5,96,5,6,5,19,7,E11 4BS
Waltham Forest 025B,Grove Green,540250,34560,22,61,3,9.7,34,37,1889,0.1,19139,386,2.7,103,5,10,5,12,5,E10 6QP
Waltham Forest 025C,Grove Green,475000,38230,25,42,3,12.4,32,33,1959,0.13,15163,345,6.1,124,10,10,5,19,11,E11 4ED
Waltham Forest 025D,Grove Green,435000,35720,19,70,3,8.3,32,34,1905,0.12,16310,449,13,102,7,11,5,17,6,E10 5PP
Waltham Forest 025E,Grove Green,580000,36360,10,75,3,10.1,32,31,2027,0.11,18631,471,3.9,120,9,12,6,18,7,E10 5QA
Waltham Forest 010C,Hale End and Highams Park,567500,40870,22,73,4,14.4,45,59,1843,0.83,2217,489,632.6,103,6,12,9,13,8,E17 4BT
Waltham Forest 010D,Hale End and Highams Park,530000,38700,16,72,4,14.5,43,49,1949,0.22,8994,519,24.8,96,7,10,6,15,7,E17 4AH
Waltham Forest 007A,Hale End and Highams Park,465000,42040,21,50,4,11.5,49,47,1569,0.21,7418,511,21.3,93,10,10,8,11,5,E4 9JE
Waltham Forest 007B,Hale End and Highams Park,522500,40500,16,52,4,15.3,44,54,1516,0.51,2983,540,272.6,88,5,6,8,19,10,IG8 9FE
Waltham Forest 007C,Hale End and Highams Park,540000,41130,17,84,4,12.4,48,44,1913,0.23,8179,511,20.1,99,9,9,6,14,6,E4 9NX
Waltham Forest 008C,Hale End and Highams Park,341000,33630,19,41,4,9.4,50,49,1529,0.12,12925,416,21.1,89,5,10,9,16,9,E4 9AE
Waltham Forest 007D,Hale End and Highams Park,540000,40370,12,50,4,14.8,46,49,1627,0.23,7086,505,16.8,105,9,10,9,20,6,E4 9NR
Waltham Forest 003A,Hatch Lane,407500,33600,12,81,5,21.7,53,66,1940,0.27,7119,403,90.3,89,5,10,10,8,5,E4 6BP
Waltham Forest 003B,Hatch Lane,357500,34650,16,83,4,15.7,48,63,1443,0.49,2967,433,273.2,89,5,15,14,15,13,IG8 9RS
Waltham Forest 003C,Hatch Lane,595000,40400,13,43,4,22.9,51,53,1726,0.38,4593,499,119.3,88,9,11,13,13,7,E4 6LY
Waltham Forest 007E,Hatch Lane,556250,43530,12,43,4,16.2,51,48,1495,0.26,5646,548,48.4,88,11,16,12,15,7,E4 9RR
Waltham Forest 007F,Hatch Lane,572000,38900,25,107,4,17.8,50,46,1535,0.27,5673,530,47.3,90,10,12,10,13,5,E4 9RB
Waltham Forest 003D,Hatch Lane,386500,34000,26,73,5,19.1,54,59,1709,0.42,4026,415,161.7,88,6,6,10,15,9,E4 6EB
Waltham Forest 003E,Hatch Lane,376250,32660,20,61,5,16.9,52,64,1568,0.32,4844,386,152.4,88,5,6,10,11,5,E4 6JR
Waltham Forest 014A,High Street,426775,36600,16,78,3,8.6,38,39,1953,0.74,2633,446,217.6,94,5,9,7,24,5,E17 6LU
Waltham Forest 017A,High Street,470000,35110,25,315,3,10.2,39,41,2431,0.21,11419,466,19.5,95,5,11,6,19,6,E17 7DD
Waltham Forest 014B,High Street,440000,33870,14,48,3,14.7,37,35,2441,0.14,17312,515,30.8,101,5,7,8,23,6,E17 6JY
Waltham Forest 017B,High Street,425000,33950,23,68,3,11,39,36,1923,0.12,16079,456,9.3,94,8,12,5,22,5,E17 7JE
Waltham Forest 018A,High Street,550000,37730,16,49,3,11.5,38,40,1625,1.5,1084,514,625.3,91,10,15,9,27,5,E17 7HD
Waltham Forest 012A,High Street,553000,36150,16,42,3,11.2,40,40,1981,0.11,17799,486,1.8,98,6,8,9,24,6,E17 6JG
Waltham Forest 017C,High Street,427500,36730,26,500,3,9.8,38,39,2557,0.24,10839,427,23.2,97,8,11,10,14,5,E17 6GB
Waltham Forest 009A,Higham Hill,414000,30790,8,56,3,13.5,43,45,2063,0.43,4799,433,152.5,93,6,10,5,29,5,E17 5PY
Waltham Forest 009B,Higham Hill,600000,30210,20,62,3,10.6,47,53,1716,0.79,2167,445,279.5,93,7,11,7,28,5,E17 5NS
Waltham Forest 009C,Higham Hill,451000,32990,15,70,3,9.8,46,54,1718,0.17,9954,440,25,95,5,12,6,27,5,E17 5DY
Waltham Forest 014C,Higham Hill,471000,34840,29,83,3,10.6,41,41,2389,1.1,2169,447,234.6,92,5,11,8,30,5,E17 6AS
Waltham Forest 009D,Higham Hill,470000,31890,17,50,3,13.5,45,50,1822,0.19,9615,488,60.7,91,5,15,5,28,5,E17 5NH
Waltham Forest 009E,Higham Hill,430000,32550,58,79,3,9.4,46,56,1821,0.38,4762,408,132.6,103,5,10,10,28,6,E17 5DN
Waltham Forest 014D,Higham Hill,302500,31960,24,52,3,6.8,42,44,2735,0.15,17702,438,21.1,93,5,10,8,27,5,E17 6EE
Waltham Forest 020B,Hoe Street,604999,34860,20,91,3,8.5,37,44,1601,0.12,13155,398,4.3,97,9,11,5,13,5,E10 6AL
Waltham Forest 016A,Hoe Street,637000,35460,23,87,3,8.1,37,41,1929,0.14,14205,378,17.6,103,7,10,6,10,5,E17 9BH
Waltham Forest 013A,Hoe Street,315000,29440,5,75,4,4.8,44,47,1816,0.09,19912,284,29.7,98,6,6,7,16,5,E17 3DD
Waltham Forest 016B,Hoe Street,597500,37430,22,85,3,9.9,42,43,1718,0.12,14609,493,8.2,103,10,5,8,10,10,E17 4SL
Waltham Forest 016C,Hoe Street,500000,36290,17,125,3,14.9,40,38,1686,0.16,10780,453,23.2,100,10,5,9,10,8,E17 3AE
Waltham Forest 013B,Hoe Street,495000,32570,20,89,4,20.6,43,45,2092,0.2,10544,418,52.6,93,5,7,5,16,5,E17 3BP
Waltham Forest 016D,Hoe Street,382500,37180,22,105,3,8.7,41,37,1750,0.12,14113,502,10.1,105,8,7,7,10,5,E17 9SD
Waltham Forest 015A,Hoe Street,611250,40180,32,60,3,9.2,38,40,1670,0.15,10980,448,13.5,92,8,8,6,10,5,E17 9QZ
Waltham Forest 004C,Larkswood,327500,33110,14,59,4,21,52,59,1561,0.33,4753,417,116.1,92,10,12,10,6,5,E4 6XJ
Waltham Forest 005B,Larkswood,437000,36020,17,124,4,17.5,49,56,1636,0.29,5636,436,98.1,90,6,10,7,17,7,E4 6SJ
Waltham Forest 004D,Larkswood,421250,36670,8,58,4,15.9,51,55,1585,0.26,6087,438,81.7,87,11,12,10,9,5,E4 9EX
Waltham Forest 004E,Larkswood,501250,37080,18,69,4,16.4,52,56,1715,0.47,3637,443,241.1,88,13,12,11,12,8,E4 9DZ
Waltham Forest 005C,Larkswood,445000,35460,13,102,4,21.3,51,57,1755,0.28,6354,506,57.9,93,5,10,9,22,9,E4 9AA
Waltham Forest 008D,Larkswood,329000,35740,22,63,4,14.4,50,54,1705,0.18,9404,468,16.4,92,9,8,10,12,9,E4 9AU
Waltham Forest 008E,Larkswood,267500,36200,30,74,4,13.5,50,52,1671,0.26,6417,466,65.5,94,7,6,10,15,8,E4 9AJ
Waltham Forest 020C,Lea Bridge,490000,30620,13,209,3,11.3,34,44,2133,0.17,12584,463,13.1,107,10,11,10,14,5,E10 7FF
Waltham Forest 018B,Lea Bridge,519000,33860,13,47,3,17.4,32,50,2225,0.13,17645,419,0.5,99,6,6,5,16,6,E17 8FL
Waltham Forest 022A,Lea Bridge,467500,34100,20,173,3,13.2,30,56,1718,1.34,1284,449,668.3,96,10,10,7,13,8,E10 7NW
Waltham Forest 020D,Lea Bridge,326500,31200,20,61,3,17.4,33,47,2094,0.13,16449,410,15.7,102,6,11,6,17,7,E10 7EY
Waltham Forest 022B,Lea Bridge,391000,32070,12,98,3,7.9,33,51,1893,0.22,8764,401,32.1,103,6,7,6,13,8,E10 7BJ
Waltham Forest 022C,Lea Bridge,375000,33620,31,65,3,7.4,31,52,2146,0.13,16111,439,3.3,101,5,7,5,11,5,E10 7JS
Waltham Forest 022D,Lea Bridge,491500,33950,20,51,3,13,34,50,1809,0.12,14612,438,7.4,99,6,10,6,20,9,E10 7AP
Waltham Forest 022E,Lea Bridge,357500,33710,31,64,3,5,31,56,2174,0.41,5281,483,242.1,99,8,6,5,12,8,E10 7LJ
Waltham Forest 026B,Leyton,339500,30250,6,68,3,8.5,35,42,2015,0.16,12523,369,58.7,98,6,18,9,50,6,E10 5TY
Waltham Forest 026C,Leyton,383320,32710,16,83,3,9.1,33,38,1902,0.53,3578,362,196.6,97,11,16,5,47,5,E10 5LR
Waltham Forest 026D,Leyton,457500,33940,32,283,3,9.5,32,34,2230,0.52,4321,431,187.1,111,10,13,6,39,5,E10 5NA
Waltham Forest 023D,Leyton,474500,34380,20,100,3,10.7,37,43,1866,0.19,9963,442,32.5,97,8,5,5,12,8,E10 5DL
Waltham Forest 026E,Leyton,420000,31830,21,89,3,12.2,34,47,2106,0.32,6542,405,63.2,95,6,18,10,50,10,E10 5SR
Waltham Forest 023E,Leyton,492500,32310,18,74,3,12.6,33,39,2317,0.16,14843,433,10.4,103,8,8,5,13,7,E10 5EP
Waltham Forest 021B,Leytonstone,750000,39270,7,112,4,10,39,38,1739,0.23,7499,419,33.5,140,9,10,5,13,6,E11 1NE
Waltham Forest 021C,Leytonstone,385000,37140,15,56,4,10.6,38,34,2044,0.15,13492,417,7.4,102,7,10,5,16,9,E11 1QR
Waltham Forest 024C,Leytonstone,526000,39480,26,252,3,8.6,38,33,2161,0.26,8360,400,32.7,136,7,10,5,13,7,E11 3AD
Waltham Forest 021D,Leytonstone,530000,38420,19,45,3,12.4,36,34,1779,0.15,11892,451,13.9,106,10,10,7,16,9,E11 4AH
Waltham Forest 024D,Leytonstone,420000,38160,25,112,3,9.3,40,34,2276,0.24,9624,416,18.1,126,5,7,7,13,6,E11 1RL
Waltham Forest 024E,Leytonstone,553750,40510,18,41,3,9.4,40,34,1650,0.13,12605,423,7,95,6,10,6,15,6,E11 3BZ
